"player_name","field_goal_attempt","games_played","minutes_played_per_game","year"
"Marko Jarić","9.1","50","33.1","2004"
"Al Jefferson","5.2","71","14.8","2004"
"Richard Jefferson","17.1","33","41.1","2004"
"Jared Jeffries","5.6","77","26.1","2004"
"Horace Jenkins","3.0","15","6.9","2004"
"Britton Johnsen","3.7","6","14.5","2004"
"Anthony Johnson","7.2","63","27.7","2004"
"DerMarr Johnson","5.2","71","17.4","2004"
"Ervin Johnson","1.2","46","8.9","2004"
"Joe Johnson","14.4","82","39.5","2004"
"Linton Johnson","1.0","2","7.5","2004"
"Dahntay Jones","3.7","52","12.5","2004"
"Damon Jones","8.9","82","31.4","2004"
"Eddie Jones","10.3","80","35.5","2004"
"Fred Jones","8.4","77","29.5","2004"
